Time [s], Analyzer Name, Decoded Protocol Result,,
1.3220711,SPI,MOSI: 0xAE;  MISO: 0x00,,
1.32300842,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32300948,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32301054,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32301162,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32301268,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32301374,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32301482,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32301588,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32301694,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32301802,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32301908,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32302014,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32302122,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32302228,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32302334,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32302442,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32302548,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32302654,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32302762,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32302868,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32302974,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32303082,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32303188,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32303294,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32303402,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32303508,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32303614,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32303722,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32303828,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32303934,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32304042,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32304148,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32304254,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32304362,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32304468,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32304574,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32304682,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32304788,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32304894,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32305002,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32305108,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32305214,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32305322,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32305428,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32305534,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32305642,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32305748,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32305854,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32305962,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32306068,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32306174,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32306282,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32306388,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32306494,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32306602,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32306708,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32306814,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32306922,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32307028,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32307134,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32307242,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32307348,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32307454,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32307562,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32307668,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32307774,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32307882,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32307988,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32308094,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32308202,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32308308,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32308414,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32308522,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32308628,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32308734,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32308842,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32308948,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32309054,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32309162,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32309268,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32309374,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32309482,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32309588,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32309694,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32309802,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32309908,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32310014,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32310122,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32310228,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32310334,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32310442,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32310548,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32310654,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32310762,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32310868,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32310974,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32311082,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32311188,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32311294,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32311402,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32311508,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32311614,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32311722,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32311828,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32311934,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32312042,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32312148,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32312254,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32312362,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32312468,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32312574,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32312682,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32312788,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32312894,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32313002,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32313108,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32313214,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32313322,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32313428,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32313534,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32313642,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32313748,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32313854,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32313962,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32314068,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32314174,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32314282,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32314388,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32314494,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32314602,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32314708,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32314814,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32314922,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32315028,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32315134,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32315242,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32315348,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32315454,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32315562,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32315668,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32315774,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32315882,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32315988,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32316094,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32316202,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32316308,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32316414,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32316522,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32316628,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32316734,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32316842,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32316948,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32317054,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32317162,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32317268,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32317374,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32317482,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32317588,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32317694,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32317802,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32317908,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32318016,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32318122,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32318228,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32318336,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32318442,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32318548,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32318654,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32318762,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32318868,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32318974,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32319082,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32319188,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32319294,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32319402,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32319508,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32319614,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32319722,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32319828,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32319934,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32320042,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3241489,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32414998,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32415104,SPI,MOSI: 0x40;  MISO: 0x00,,
1.32415294,SPI,MOSI: 0x00;  MISO: 0x00,,
1.324154,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32415508,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32415614,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3241572,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32415828,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32415934,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3241604,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32416146,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32416254,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3241636,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32416466,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32416574,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3241668,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32416786,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32416894,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32417,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32417106,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32417214,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3241732,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32417426,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32417534,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3241764,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32417746,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32417854,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3241796,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32418066,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32418174,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3241828,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32418386,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32418494,SPI,MOSI: 0x00;  MISO: 0x00,,
1.324186,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32418708,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32418814,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3241892,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32419026,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32419134,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3241924,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32419346,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32419454,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3241956,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32419668,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32419774,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3241988,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32419988,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32420094,SPI,MOSI: 0x00;  MISO: 0x00,,
1.324202,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32420308,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32420414,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3242052,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32420628,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32420734,SPI,MOSI: 0x80;  MISO: 0x00,,
1.3242084,SPI,MOSI: 0x80;  MISO: 0x00,,
1.32420948,SPI,MOSI: 0x40;  MISO: 0x00,,
1.32421054,SPI,MOSI: 0x40;  MISO: 0x00,,
1.3242116,SPI,MOSI: 0x20;  MISO: 0x00,,
1.32421268,SPI,MOSI: 0x20;  MISO: 0x00,,
1.32421374,SPI,MOSI: 0x10;  MISO: 0x00,,
1.3242148,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32421588,SPI,MOSI: 0x08;  MISO: 0x00,,
1.32421694,SPI,MOSI: 0x08;  MISO: 0x00,,
1.324218,SPI,MOSI: 0x04;  MISO: 0x00,,
1.32421908,SPI,MOSI: 0x04;  MISO: 0x00,,
1.32422014,SPI,MOSI: 0x02;  MISO: 0x00,,
1.3242212,SPI,MOSI: 0x02;  MISO: 0x00,,
1.32422228,SPI,MOSI: 0x04;  MISO: 0x00,,
1.32422334,SPI,MOSI: 0x04;  MISO: 0x00,,
1.3242244,SPI,MOSI: 0x08;  MISO: 0x00,,
1.32422548,SPI,MOSI: 0x08;  MISO: 0x00,,
1.32422654,SPI,MOSI: 0x10;  MISO: 0x00,,
1.3242276,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32422868,SPI,MOSI: 0x20;  MISO: 0x00,,
1.32422974,SPI,MOSI: 0x20;  MISO: 0x00,,
1.3242308,SPI,MOSI: 0x40;  MISO: 0x00,,
1.32423188,SPI,MOSI: 0x40;  MISO: 0x00,,
1.32423294,SPI,MOSI: 0x80;  MISO: 0x00,,
1.324234,SPI,MOSI: 0x80;  MISO: 0x00,,
1.32423508,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32423614,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3242372,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32423828,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32423934,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3242404,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32424148,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32424254,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3242436,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32424468,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32424574,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3242468,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32424788,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32424894,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32425,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32425108,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32425214,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3242532,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32425428,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32425534,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3242564,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32425748,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32425854,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3242596,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32426068,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32426174,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3242628,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32426388,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32426494,SPI,MOSI: 0x00;  MISO: 0x00,,
1.324266,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32426708,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32426814,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3242692,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32427028,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32427134,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3242724,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32427348,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32427454,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3242756,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32427668,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32427774,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3242788,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32427988,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32428094,SPI,MOSI: 0x00;  MISO: 0x00,,
1.324282,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32428308,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32428414,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3242852,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32428628,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32428734,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3242884,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32428948,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32429054,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3242916,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32429268,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32429374,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3242948,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32429588,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32429694,SPI,MOSI: 0x00;  MISO: 0x00,,
1.324298,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32429908,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32430014,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3243012,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32430228,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32430334,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3243044,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32430548,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32430654,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3243076,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32430868,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32430974,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3243108,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32431188,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32431294,SPI,MOSI: 0x00;  MISO: 0x00,,
1.324314,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32431508,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32431614,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3243172,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32431828,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32431934,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3243204,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32432148,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32432254,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3243236,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32432468,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32432574,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3243268,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32432788,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32432894,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32433,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32433108,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32433214,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3243332,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32433428,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32433534,SPI,MOSI: 0xF8;  MISO: 0x00,,
1.3243364,SPI,MOSI: 0x08;  MISO: 0x00,,
1.32433748,SPI,MOSI: 0x04;  MISO: 0x00,,
1.32433854,SPI,MOSI: 0x04;  MISO: 0x00,,
1.3243396,SPI,MOSI: 0x02;  MISO: 0x00,,
1.32434068,SPI,MOSI: 0x02;  MISO: 0x00,,
1.32434174,SPI,MOSI: 0x01;  MISO: 0x00,,
1.3243428,SPI,MOSI: 0x01;  MISO: 0x00,,
1.32434388,SPI,MOSI: 0x80;  MISO: 0x00,,
1.32434494,SPI,MOSI: 0x80;  MISO: 0x00,,
1.324346,SPI,MOSI: 0x40;  MISO: 0x00,,
1.32434708,SPI,MOSI: 0x40;  MISO: 0x00,,
1.32434814,SPI,MOSI: 0x20;  MISO: 0x00,,
1.32434922,SPI,MOSI: 0x20;  MISO: 0x00,,
1.32435028,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32435134,SPI,MOSI: 0x10;  MISO: 0x00,,
1.3243524,SPI,MOSI: 0x08;  MISO: 0x00,,
1.32435348,SPI,MOSI: 0x08;  MISO: 0x00,,
1.32435454,SPI,MOSI: 0x04;  MISO: 0x00,,
1.3243556,SPI,MOSI: 0x04;  MISO: 0x00,,
1.32435668,SPI,MOSI: 0x02;  MISO: 0x00,,
1.32435774,SPI,MOSI: 0x02;  MISO: 0x00,,
1.3243588,SPI,MOSI: 0x04;  MISO: 0x00,,
1.32435988,SPI,MOSI: 0x04;  MISO: 0x00,,
1.32436094,SPI,MOSI: 0x08;  MISO: 0x00,,
1.324362,SPI,MOSI: 0x08;  MISO: 0x00,,
1.32436308,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32436414,SPI,MOSI: 0x10;  MISO: 0x00,,
1.3243652,SPI,MOSI: 0x20;  MISO: 0x00,,
1.32436628,SPI,MOSI: 0x20;  MISO: 0x00,,
1.32436734,SPI,MOSI: 0x40;  MISO: 0x00,,
1.3243684,SPI,MOSI: 0x40;  MISO: 0x00,,
1.32436948,SPI,MOSI: 0x80;  MISO: 0x00,,
1.32437054,SPI,MOSI: 0x80;  MISO: 0x00,,
1.3243716,SPI,MOSI: 0x01;  MISO: 0x00,,
1.32437268,SPI,MOSI: 0x01;  MISO: 0x00,,
1.32437374,SPI,MOSI: 0x02;  MISO: 0x00,,
1.3243748,SPI,MOSI: 0x02;  MISO: 0x00,,
1.32437588,SPI,MOSI: 0x04;  MISO: 0x00,,
1.32437694,SPI,MOSI: 0x04;  MISO: 0x00,,
1.324378,SPI,MOSI: 0x08;  MISO: 0x00,,
1.32437908,SPI,MOSI: 0xF8;  MISO: 0x00,,
1.32438014,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3243812,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32438228,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32438334,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3243844,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32438548,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32438654,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3243876,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32438868,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32438974,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3243908,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32439188,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32439294,SPI,MOSI: 0x00;  MISO: 0x00,,
1.324394,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32439508,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32439614,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3243972,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32439828,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32439934,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3244004,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32440148,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32440254,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3244036,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32440468,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32440574,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3244068,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32440788,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32440894,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32441,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32441108,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32441214,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3244132,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32441428,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32441534,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3244164,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32441748,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32441854,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3244196,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32442068,SPI,MOSI: 0x00;  MISO: 0x00,,
